Buffer No.,Packet,Start Time (s),End Time (s),ID,RTR,FDF,DLC,Data,CRC,ACK,CRC Valid,Bit Stuffing Valid,Valid,IDE
7,98,0.231303150957615,0.231963820158289,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,99,0.240226798705237,0.241364907892408,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,100,0.24150347066913,0.242182571869282,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,1,-0.249712643438329,-0.249033542238177,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,2,-0.240961539685827,-0.239901766496441,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,3,-0.239754755719957,-0.239094086519284,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,4,-0.230865923971351,-0.22972781478418,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,5,-0.229511172009666,-0.228832070809513,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,6,-0.221029380249547,-0.219969607060161,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,7,-0.219796484284416,-0.219135815083742,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,8,-0.210907652535809,-0.209769543348638,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,9,-0.209526788574863,-0.20884768737471,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,10,-0.200810500821376,-0.19975072763199,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,11,-0.199551492856983,-0.19889082365631,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,12,-0.190714629106907,-0.189576775919729,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,13,-0.189073157153331,-0.188394055953178,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,14,-0.180903685384379,-0.179844168194986,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,15,-0.179558405422426,-0.178897736221753,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,16,-0.170790917670388,-0.16965306448321,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,17,-0.169444869708457,-0.168765768508304,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,18,-0.160694021955948,-0.159633992766569,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,19,-0.159495685989839,-0.158835016789165,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,20,-0.150606854241232,-0.149469001054054,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,21,-0.148999942286679,-0.148320585086534,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,22,-0.140508934526821,-0.139449161337435,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,23,-0.139258630562182,-0.138597961361508,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,24,-0.130673670804981,-0.12953556161781,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,25,-0.129353734842311,-0.128674633642159,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,26,-0.120576519090548,-0.119516745901162,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,27,-0.119282951127133,-0.118622281926459,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,28,-0.110472199376318,-0.109334858189125,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,29,-0.108900615420765,-0.108221514220613,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,30,-0.100375047661885,-0.0993152744724984,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,31,-0.0991595596962611,-0.0984988904955874,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,32,-0.0984739917156503,-0.0976569065194003,08 A0 60 00,0,0,3,00 03 0C,09 61,0,1,1,1,1
6,33,-0.0904010319439692,-0.0892629227567984,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,34,-0.0889679439844997,-0.0882888427843472,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,35,-0.0803036242295434,-0.0792438510401571,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,36,-0.0790013522663742,-0.0783406830657004,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,37,-0.0701993045153131,-0.0690611953281423,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,38,-0.0687836245553513,-0.0681045233551988,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,39,-0.060353800793763,-0.0592940276043766,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,40,-0.0590947928293701,-0.0584341236286964,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,41,-0.0502579290792937,-0.0491200758921156,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,42,-0.0488338011195708,-0.0481546999194183,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,43,-0.0401694813646145,-0.0391097081752282,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,44,-0.0389626973987447,-0.0383020281980709,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,45,-0.0300736096501453,-0.0289357564629672,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,46,-0.0288320096852601,-0.0281529084851077,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,47,-0.0202373219283345,-0.0191772927389554,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,48,-0.0190044259632032,-0.0183437567625294,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,49,-0.0101240422143576,-0.00898618902717953,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,50,-0.00864769025611167,-0.00796858905595922,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,51,-3.53384996856221E-05,0.00102443468970069,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,52,0.00123211746446827,0.00189304266513477,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,53,0.0100689812145447,0.01120657840173,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,54,0.0113100691794443,0.0119894263795895,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,55,0.0201653649289995,0.0212253941183785,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,56,0.0214937488914302,0.0221544180921039,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,57,0.0244584848075817,0.0256247539939561,0B C0 A0 00,0,0,7,10 00 00 00 00 00 10,7F 6A,0,1,1,1,1
6,58,0.0301465486467123,0.0312846578338831,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,59,0.0313093006138274,0.0325080817992823,0B E0 C0 00,0,0,8,10 00 03 C4 08 D8 29 31,07 16,0,1,1,1,1
6,60,0.0325334925792049,0.0332125937793574,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,61,0.04013003636436,0.0411900655537391,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,62,0.0413196683307149,0.0419803375313886,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,63,0.0502172040790754,0.0513553132662462,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,64,0.051537140041745,0.0522162412418975,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,65,0.0603140997935157,0.0613741289828947,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,66,0.0615644037581546,0.0622250729588284,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,67,0.070158323515102,0.0712961767022801,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,68,0.0713651074809718,0.0720442086811243,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,69,0.0802636672293033,0.0813234404186897,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,70,0.0814617471954193,0.0821224163960931,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,71,0.0903766909432875,0.0915148001304583,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,72,0.0916881789061961,0.0923675361063413,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,73,0.100465394657959,0.101525423847339,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,74,0.101698290623091,0.102358959823765,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,75,0.110300914379792,0.11143876756697,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,76,0.111681778340738,0.112360879540891,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,77,0.120398066094225,0.121457839283611,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,78,0.121596146060341,0.122256815261015,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,79,0.130493937808694,0.131631790995872,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,80,0.131866097769887,0.132545198970039,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,81,0.140582385523373,0.141642414712752,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,82,0.141823985488259,0.142484654688932,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,83,0.15067800123785,0.151816110425021,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,84,0.151989233200766,0.152668334400918,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,85,0.160514544959653,0.161574574149032,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,86,0.16173028892527,0.162390958125944,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,87,0.170610416674123,0.171748269861301,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,88,0.171817200639993,0.172496301840145,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,89,0.180707312388563,0.181767085577949,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,90,0.181974768352717,0.182635437553391,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,91,0.190811632102793,0.191949741289964,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,92,0.192009712068909,0.192688813269062,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,93,0.200648175824597,0.201707949013983,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,94,0.201933039788258,0.202593708988932,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,95,0.210761199538581,0.211899052725759,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,96,0.212133359499774,0.212812460699926,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,97,0.220858351253014,0.221917868442407,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,98,0.22209073521816,0.222750892418848,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,99,0.230952942967519,0.23209105215469,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,100,0.232316398928958,0.232995500129111,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,101,0.241050350681945,0.242110123871331,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,102,0.242335214645607,0.24299588384628,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
5,1,-0.249610243441225,-0.248931142241073,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
5,2,-0.240833283689454,-0.239773254500075,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
5,3,-0.239600387724323,-0.238939718523649,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
5,4,-0.230737411974985,-0.2295998147878,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
5,5,-0.229348100014278,-0.228668998814125,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
5,6,-0.220909316252943,-0.219849543063557,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
5,7,-0.219633156289035,-0.218972487088361,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
5,8,-0.210796292538959,-0.209658439351781,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
5,9,-0.209458948576781,-0.208780103376622,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
5,10,-0.200708100824272,-0.199648327634886,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
5,11,-0.19951872485791,-0.198858055657236,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
5,12,-0.190612485109796,-0.189474375922625,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
5,13,-0.189266437147865,-0.188587335947712,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
5,14,-0.180775685387999,-0.179715912198613,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
5,15,-0.17956890142213,-0.178908232221456,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
5,16,-0.170680069673523,-0.169541960486352,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
5,17,-0.169290501712823,-0.16861140051267,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
5,18,-0.160591621958844,-0.159531592769465,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
5,19,-0.159332613994451,-0.158671944793777,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
5,20,-0.150495750244374,-0.149357897057196,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
5,21,-0.149167366281944,-0.148488265081791,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
5,22,-0.140398854529934,-0.139339081340548,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
5,23,-0.139105286566519,-0.138444361365852,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
5,24,-0.130563590808094,-0.129425481620924,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
5,25,-0.129243654845425,-0.12856429764528,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
5,26,-0.120475143093415,-0.119415369904029,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
5,27,-0.119242247128284,-0.11858157792761,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
5,28,-0.110344711379923,-0.109206602192753,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
