Buffer No.,Packet,Start Time (s),End Time (s),ID,RTR,FDF,DLC,Data,CRC,ACK,CRC Valid,Bit Stuffing Valid,Valid,IDE
7,28,-0.110431239377476,-0.109770570176802,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,29,-0.101637895626169,-0.100500042438991,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,30,-0.100387847661523,-0.0997087464613703,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,31,-0.0915325519119676,-0.0904732907225668,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,32,-0.0902049359495152,-0.0895440107488487,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,33,-0.081420040197969,-0.0802821870107909,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,34,-0.0802048082323381,-0.0795257070321856,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,35,-0.0713146964837676,-0.0702554352943668,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,36,-0.0700912725183684,-0.0694306033176947,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,37,-0.0614627927623985,-0.0603246835752277,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,38,-0.0600821848014448,-0.0594030836012923,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,39,-0.0513571930482044,-0.0502976758588108,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,40,-0.0500638810847818,-0.0494034678841008,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,41,-0.0412533853339596,-0.0401152761467888,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,42,-0.0399075933720212,-0.039228236171876,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,43,-0.0311390816200117,-0.0300798204306109,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,44,-0.029837321656828,-0.0291766524561542,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,45,-0.0210178659062592,-0.0198797567190884,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,46,-0.0196454499450738,-0.0189663487449213,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,47,-0.0111721061847163,-0.0101128449953155,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,48,-0.00993101821981668,-0.00927034901914293,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,49,-0.00105089047096385,8.69627162142063E-05,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,50,0.000243189492437068,0.000922290692589517,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,51,0.00906366924297686,0.0101229304323776,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,52,0.0103134612076303,0.0109741304083041,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,53,0.019202292956237,0.020340146143415,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,54,0.0204262289216217,0.0211053301217742,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,55,0.0290211726785401,0.0300809458679264,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,56,0.0303060366422017,0.0309669618428682,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,57,0.0391603083917857,0.0402981615789638,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,58,0.0404973963539703,0.0411764975541228,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,59,0.0492656521059871,0.0503251692953807,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,60,0.0505589640694097,0.0512196332700835,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,61,0.0512445320500206,0.0520616172462706,08 A0 60 00,0,0,3,00 03 0C,09 61,0,1,1,1,1
7,62,0.0592655238231714,0.060402865010364,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,63,0.0604633477892946,0.0611424489894471,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,64,0.0693529475378796,0.0704122087272804,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,65,0.0705592195037639,0.0712198887044376,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,66,0.0794828672513859,0.0806204644385712,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,67,0.0807155072165244,0.0813946084166769,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,68,0.0895879549655945,0.0906472161549953,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,69,0.0907855229317249,0.0914461921323987,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,70,0.0994398586869636,0.100577967874134,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,71,0.100699378651342,0.101378479851494,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,72,0.109545970401143,0.110605231590544,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,73,0.110864882363842,0.111525807564508,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,74,0.12082149008225,0.121959599269421,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,75,0.122123762045419,0.122802863245571,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,76,0.130927089796444,0.131986350985845,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,77,0.132176625761105,0.132837294961778,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,78,0.139624689550459,0.140762542737637,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,79,0.141005297511413,0.141684398711565,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,80,0.150902001231515,0.151961262420915,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,81,0.152238577193714,0.152899246394387,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,82,0.161014512945513,0.162152110132699,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,83,0.162255856910406,0.162934958110558,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,84,0.171119856659715,0.172179117849115,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,85,0.172317424625845,0.172978093826519,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,86,0.181241072373467,0.182378669560652,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,87,0.182456304339098,0.18313540553925,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,88,0.1910942560948,0.192153517284201,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,89,0.192291824060931,0.192952493261604,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,90,0.201198063809045,0.202336172996216,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,91,0.202430959774176,0.203110060974329,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,92,0.211312111523,0.212371372712401,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,93,0.212518383488884,0.213179052689558,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,94,0.221415919237245,0.222554028424416,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,95,0.222613743203368,0.22329284440352,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
7,96,0.231269102958578,0.232328620147971,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
7,97,0.232510190923477,0.233170860124151,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
7,98,0.241373166672815,0.242510507860008,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
7,99,0.242736110634269,0.243415211834421,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,1,-0.250000131430198,-0.249678133524786,02 1A 14 1B,1,1,,,,,0,0,0,1
6,2,-0.241441283672259,-0.240303174485088,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,3,-0.240217091706882,-0.239537990506729,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,4,-0.231335939958058,-0.230276678768657,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,5,-0.230094851993158,-0.229434182792484,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,6,-0.221223428244059,-0.220085319056888,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,7,-0.220034052277697,-0.219354951077545,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,8,-0.211378436522494,-0.210319175333094,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,9,-0.210076676559311,-0.209416007358637,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,10,-0.201257220808742,-0.200119367621564,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,11,-0.199850500848527,-0.199171399648374,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,12,-0.191142917094794,-0.190083655905393,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,13,-0.189832453131856,-0.189171783931183,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,14,-0.181030405380795,-0.179892552193617,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,15,-0.179728133417626,-0.179049032217474,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,16,-0.170925061666594,-0.169865544477201,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,17,-0.169571077704887,-0.168910152504221,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,18,-0.161072901945232,-0.159934792758061,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,19,-0.159779077981824,-0.159099976781672,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,20,-0.150967302231038,-0.149908041041637,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,21,-0.149665542267854,-0.149004873067181,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,22,-0.140846086517286,-0.139708233330108,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,23,-0.139517702554855,-0.138838601354702,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,24,-0.130731782803338,-0.129672521613937,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,25,-0.129421574840393,-0.128760905639719,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,26,-0.120888583081722,-0.119750473894552,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,27,-0.119594759118314,-0.118915657918162,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,28,-0.110782983367528,-0.109723722178127,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,29,-0.109576711401644,-0.10891604220097,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,30,-0.10067047165353,-0.0995326184663515,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,31,-0.0994117196891295,-0.0987326184889771,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,32,-0.0905651279393282,-0.0895058667499274,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,33,-0.0893327439741824,-0.0886720747735087,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,34,-0.0804526162253296,-0.0793150190381443,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,35,-0.0792286802599449,-0.0785495790597924,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,36,-0.0706081365037505,-0.069548619314357,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,37,-0.0693931605381124,-0.0687324913374386,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,38,-0.0663242326249076,-0.0651579634385332,0B C0 A0 00,0,0,7,10 00 00 00 00 00 10,7F 6A,0,1,1,1,1
6,39,-0.0603322967943711,-0.0591944436071931,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,40,-0.0591698008272488,-0.0579710196417939,0B E0 C0 00,0,0,8,10 00 03 C4 08 D8 29 31,07 16,0,1,1,1,1
6,41,-0.0579456088618713,-0.0572665076617188,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,42,-0.0503403610769624,-0.0492810998875616,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,43,-0.0490301531140176,-0.0483694839133438,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,44,-0.0402194013632027,-0.0390812921760318,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,45,-0.0389778013983175,-0.0382987001981651,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,46,-0.0303744096416381,-0.0293151484522373,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,47,-0.0291768416755076,-0.0285161724748339,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,48,-0.0202618979276394,-0.0191237887404686,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,49,-0.0189944419634855,-0.0183153407633331,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,50,-0.0101565542134381,-0.00909729302403729,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,51,-0.00893287424804612,-0.00827220504737237,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,52,-4.40424994394562E-05,0.00109355468774584,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,53,0.00132786146176045,0.0020069626619129,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,54,0.00980120522211791,0.0108604664115187,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,55,0.0111288211845704,0.0117894903852441,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,56,0.0199050129363627,0.0210423541235552,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,57,0.0213114768965852,0.0219905780967376,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,58,0.0300103566505641,0.0310703858399431,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,59,0.0312345486159415,0.0318952178166153,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,60,0.040123636364541,0.041261489551719,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,61,0.0413388683301719,0.0420179695303243,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,62,0.0502287240787496,0.0512879852681504,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,63,0.051478516043403,0.0521391852440768,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,64,0.0600895877998653,0.0612276969870361,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,65,0.0613314437647432,0.0620105449648957,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,66,0.0701954435140522,0.071254704703453,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,67,0.0714365314789518,0.0720972006796256,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,68,0.0803427712270661,0.0814806244142442,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,69,0.081714675188266,0.0823937763884185,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,70,0.0904570749410141,0.0915163361304149,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,71,0.091680754906406,0.0923414241070798,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,72,0.100274418663361,0.101412527850531,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,73,0.10146353862973,0.102142639829882,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,74,0.110405618376831,0.111464879566232,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,75,0.111638002341977,0.11229867154265,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,76,0.120518130090829,0.121655727278015,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,77,0.121820402053999,0.122499503254151,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,78,0.130623729805023,0.131682990994424,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,79,0.131899377768946,0.132560046969619,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,80,0.140727537519268,0.141865390706446,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,81,0.142003697483176,0.142682798683328,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,82,0.150581233240587,0.151640494429987,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,83,0.151813617205732,0.152474286406406,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,84,0.160702448954339,0.161839790141532,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,85,0.162039536916524,0.162718382116683,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,86,0.170807792668541,0.171867053857941,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,87,0.172057584633194,0.172718253833868,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,88,0.18208356834964,0.183220909536832,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,89,0.183455216310847,0.184134317510999,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,90,0.190765296104104,0.191824813293497,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,91,0.19206731206728,0.192727981267954,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,92,0.202032367785449,0.20317047697262,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,93,0.203439087745664,0.204118188945817,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,94,0.21214692749939,0.213206188688791,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,95,0.21349195146135,0.214152620662024,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,96,0.214177775441954,0.214994604638211,08 A0 60 00,0,0,3,00 03 0C,09 61,0,1,1,1,1
6,97,0.222155247216335,0.223293100403513,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,98,0.223396591181228,0.22407569238138,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
6,99,0.22843083103885,0.229518508227447,08 80 A0 00,0,0,6,0C 01 00 00 00 00,18 36,0,1,1,1,1
6,100,0.229778159000745,0.23101969218499,08 60 60 00,0,0,8,0C 01 00 00 00 00 00 00,7D 91,0,1,1,1,1
6,101,0.232294894929566,0.233354156118967,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
6,102,0.23359665489275,0.234257324093424,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
6,103,0.242398702643811,0.243536811830982,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
6,104,0.24363134260895,0.244310443809102,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
5,1,-0.241263107677298,-0.240124998490127,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
5,2,-0.239995139713159,-0.239316038513006,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
5,3,-0.231157251963111,-0.230097222773732,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
5,4,-0.229950211997249,-0.229289798796568,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
5,5,-0.229264644016638,-0.228447558820388,08 A0 60 00,0,0,3,00 03 0C,09 61,0,1,1,1,1
5,6,-0.221165572245695,-0.220028231058503,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
5,7,-0.219967748279572,-0.21928864707942,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
5,8,-0.211052036531726,-0.209992775342325,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
5,9,-0.20976768456805,-0.209107015367376,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
5,10,-0.201208580810118,-0.200071239622925,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
5,11,-0.199845636848664,-0.199166535648512,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
5,12,-0.191103237095916,-0.19004346390653,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
5,13,-0.189774853133486,-0.189113927932819,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
5,14,-0.180990213381932,-0.179852616194747,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
5,15,-0.179670533419255,-0.178991432219103,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
5,16,-0.170884613667738,-0.169825352478337,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
5,17,-0.169548037705539,-0.168887368504865,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
5,18,-0.160763397953986,-0.159626056766793,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
5,19,-0.159408901992293,-0.158729800792141,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
5,20,-0.150918406232421,-0.14985914504302,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
5,21,-0.149633798268752,-0.148973129068078,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
5,22,-0.140814342518183,-0.139676489331005,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
5,23,-0.13948570255576,-0.138806345355615,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
5,24,-0.130708486803996,-0.129649225614596,02 00 C0 00,0,0,6,02 36 00 00 50 00,4B 87,0,1,1,1,1
5,25,-0.129502214838112,-0.128841545637439,02 20 60 00,0,0,1,0C,61 41,0,1,1,1,1
5,26,-0.120587271090244,-0.119449929903051,01 C0 C0 00,0,0,7,00 50 00 00 00 C2 02,3B 38,0,1,1,1,1
5,27,-0.119311111126336,-0.118632009926184,01 E0 A0 00,0,0,1,2C,6E 28,0,1,1,1,1
